TOTAL MSG COUNT,MSG 21 COUNT,THIS CSV MSG COUNT,Synch ,Message ID ,Byte Count ,Checksum ,Time Stamp (seconds),GPS Week ,GPS Seconds ,GPS Sec. (Fraction) (seconds),Spare ,FOM ,TFOM ,Mode ,Latitude (deg),Longitude (deg),MSL Altitude (meters),Absolute Altitude (meters),Velocity N (meters/sec),   Velocity E (meters/sec),Velocity D (meters/sec),Acceleration N (meters/sec2),Acceleration E (meters/sec2),Acceleration D (meters/sec2),Roll (radians),Pitch (radians),Heading (radians),Roll Rate (radians/sec),Pitch Rate (radians/sec),Heading Rate (radians/sec),
1695,337,337,'0x81FF',21,84,'0xF15A',         54663.09888,1899,54663,       0.09899999993,0,1,2,5,         34.36458206,        -117.9655228,         137.8840027,         104.4925537,         99.69075775,         7.855733871,      0.007291256916,    -0.0008583196322,      0.004871317185,     -0.002509300364,0,0,0,0,0,0,
1700,338,338,'0x81FF',21,84,'0x8678',         54664.09888,1899,54664,       0.09899999993,0,1,2,5,         34.36547852,        -117.9654388,         137.8114471,         104.4225006,         99.68955994,         7.854874134,      0.005307803862,     -0.001486413414,      0.001210206188,     -0.006415208802,0,0,0,0,0,0,
1706,339,339,'0x81FF',21,84,'0x8826',         54665.09888,1899,54665,       0.09899999993,0,1,2,5,         34.36637878,        -117.9653473,          137.736496,         104.3500748,         99.69113922,         7.850448132,      0.002327319235,      0.001145444112,      -0.00282590976,     -0.005707398988,0,0,0,0,0,0,
1712,340,340,'0x81FF',21,84,'0x9657',         54666.09888,1899,54666,       0.09899999993,0,1,2,5,         34.36727524,        -117.9652634,         137.6752014,         104.2912903,         99.69255829,         7.849441051,     -0.007259918842,       0.00123843085,           0.0011008,      -0.01382205263,0,0,0,0,0,0,
1717,341,341,'0x81FF',21,84,'0xB389',         54667.09888,1899,54667,       0.09899999993,0,1,2,5,         34.36817551,        -117.9651794,         137.6178741,         104.2364807,         99.69311523,         7.853547096,      0.001979348715,     -0.001385944779,      0.006048145238,      0.007164101582,0,0,0,0,0,0,
1723,342,342,'0x81FF',21,84,'0x901F',         54668.09888,1899,54668,       0.09899999993,0,1,2,5,         34.36907578,        -117.9650955,         137.5465851,         104.1677246,          99.6840744,         7.853467941,      0.008443214931,      -0.01114034187,      0.001325343736,      0.002884558402,0,0,0,0,0,0,
1729,343,343,'0x81FF',21,84,'0x29FD',         54669.09888,1899,54669,       0.09899999993,0,1,2,5,         34.36997223,        -117.9650116,         137.4785767,         104.1022415,         99.69028473,         7.852995396,        0.0043936437,      0.006849376485,      0.001019978547,     -0.007539325394,0,0,0,0,0,0,
1734,344,344,'0x81FF',21,84,'0xF8D0',         54670.09888,1899,54670,       0.09899999993,0,1,2,5,          34.3708725,        -117.9649277,         137.4214325,         104.0476227,          99.6932373,          7.85330677,     0.0006643506931,     0.0009189307457,      0.002117735567,     -0.006945825648,0,0,0,0,0,0,
1740,345,345,'0x81FF',21,84,'0xC04D',         54671.09888,1899,54671,       0.09899999993,0,1,2,5,         34.37176895,        -117.9648361,         137.3636475,         103.9923782,         99.69223022,          7.85231781,       0.00165243994,     -0.001993236598,      0.001639275346,    -0.0003246639972,0,0,0,0,0,0,
1746,346,346,'0x81FF',21,84,'0x5333',         54672.09888,1899,54672,       0.09899999993,0,1,2,5,         34.37266922,        -117.9647522,         137.3025513,          103.933815,           99.692276,         7.853238106,    -0.0001577134681,    -0.0003881848243,      0.003488475922,     -0.004754408728,0,0,0,0,0,0,
1751,347,347,'0x81FF',21,84,'0x8E57',         54673.09888,1899,54673,       0.09899999993,0,1,2,5,         34.37356949,        -117.9646683,         137.2432098,         103.8770065,         99.68692017,         7.852785587,      0.004627709277,     -0.006171509158,      0.002210474806,       0.00342498743,0,0,0,0,0,0,
1757,348,348,'0x81FF',21,84,'0x394D',         54674.09888,1899,54674,       0.09899999993,0,1,2,5,         34.37446594,        -117.9645844,         137.1821747,          103.818512,         99.69072723,          7.85249424,      0.006913217716,      0.004608157557,      0.001795383869,    -0.0001148191295,0,0,0,0,0,0,
1763,349,349,'0x81FF',21,84,'0xBA05',         54675.09888,1899,54675,       0.09899999993,0,1,2,5,         34.37536621,        -117.9645004,         137.1297607,         103.7686539,         99.69553375,         7.854306698,      0.005232262891,      0.003414545208,      0.005072276108,     -0.003764650319,0,0,0,0,0,0,
1768,350,350,'0x81FF',21,84,'0x4A7D',         54676.09888,1899,54676,       0.09899999993,0,1,2,5,         34.37626266,        -117.9644165,         137.0725403,         103.7139664,          99.6922226,         7.852500439,     0.0001570444438,     -0.004440181889,    -0.0002248363744,     -0.008657484315,0,0,0,0,0,0,
1774,351,351,'0x81FF',21,84,'0x964C',         54677.09888,1899,54677,       0.09899999993,0,1,2,5,         34.37716293,         -117.964325,         137.0184326,         103.6624069,         99.68774414,         7.850298882,    -0.0009955980349,     -0.005396589637,     0.0004546593991,     -0.002104781335,0,0,0,0,0,0,
1780,352,352,'0x81FF',21,84,'0x4BAE',         54678.09888,1899,54678,       0.09899999993,0,1,2,5,          34.3780632,         -117.964241,          136.964386,         103.6109161,         99.68965912,         7.849635601,      0.008267977275,      0.001523519517,       0.00041774087,      0.008933465928,0,0,0,0,0,0,
1785,353,353,'0x81FF',21,84,'0x20FB',         54679.09888,1899,54679,       0.09899999993,0,1,2,5,         34.37895966,        -117.9641571,         136.9176331,         103.5667038,          99.6918869,         7.855886936,       0.00188634044,     0.0009302379331,      0.009501676075,     -0.009905120358,0,0,0,0,0,0,
1791,354,354,'0x81FF',21,84,'0x9798',         54680.09888,1899,54680,       0.09899999993,0,1,2,5,         34.37985992,        -117.9640732,         136.8723145,          103.523941,          99.6892395,         7.857614994,     -0.001978272805,     -0.004588129465,       0.00284670922,     -0.006044360809,0,0,0,0,0,0,
1797,355,355,'0x81FF',21,84,'0x8CEA',         54681.09888,1899,54681,       0.09899999993,0,1,2,5,         34.38075638,        -117.9639893,         136.8256226,         103.4798126,         99.69242859,         7.851806641,      0.008003334515,      0.002537164604,     -0.004644826986,      0.009844769724,0,0,0,0,0,0,
1802,356,356,'0x81FF',21,84,'0x3CB9',         54682.09888,1899,54682,       0.09899999993,0,1,2,5,         34.38165665,        -117.9638977,         136.7775879,         103.4343262,         99.69174957,         7.847590923,      0.001357613248,    -0.0009080729214,     -0.002498022513,      -0.01042062324,0,0,0,0,0,0,
1808,357,357,'0x81FF',21,84,'0x6FBA',         54683.09888,1899,54683,       0.09899999993,0,1,2,5,          34.3825531,        -117.9638138,         136.7257843,         103.3850937,         99.69148254,         7.851045132,        0.0088694226,    -0.0007528481656,      0.005854286719,      0.007070841268,0,0,0,0,0,0,
1814,358,358,'0x81FF',21,84,'0x62EA',         54684.09888,1899,54684,       0.09899999993,0,1,2,5,         34.38345337,        -117.9637299,         136.6801758,         103.3420334,         99.68492889,          7.85473299,      0.002506574849,     -0.008481813595,      0.006773013156,     -0.008577479981,0,0,0,0,0,0,
1819,359,359,'0x81FF',21,84,'0x39FF',         54685.09888,1899,54685,       0.09899999993,0,1,2,5,         34.38435364,        -117.9636459,         136.6385651,         103.3030014,         99.69264221,          7.85635519,     -0.002047388349,      0.007355769631,      0.004350052681,     -0.005648924503,0,0,0,0,0,0,
1825,360,360,'0x81FF',21,84,'0x701D',         54686.09888,1899,54686,       0.09899999993,0,1,2,5,         34.38525009,         -117.963562,         136.5855408,         103.2525482,          99.6914444,         7.849288464,      0.008006657474,     -0.003030464286,     -0.006105665583,       0.01019917428,0,0,0,0,0,0,
1831,361,361,'0x81FF',21,84,'0x4C05',         54687.09888,1899,54687,       0.09899999993,0,1,2,5,         34.38615036,        -117.9634781,         136.5393219,         103.2088928,          99.6913681,         7.855333805,      0.006164641585,    -0.0009931724053,      0.009274550714,     -0.004115154501,0,0,0,0,0,0,
1836,362,362,'0x81FF',21,84,'0xBE6E',         54688.09888,1899,54688,       0.09899999993,0,1,2,5,         34.38704681,        -117.9633865,          136.484787,         103.1569214,         99.69194794,         7.852211475,      0.008911108598,     0.0008815428591,     -0.001208413043,      0.001554505317,0,0,0,0,0,0,
1842,363,363,'0x81FF',21,84,'0xE0B',         54689.09888,1899,54689,       0.09899999993,0,1,2,5,         34.38794708,        -117.9633026,         136.4381866,         103.1128998,         99.69102478,         7.851760387,     -0.002137094503,     -0.001943923882,      0.002141634701,       -0.0146969473,0,0,0,0,0,0,
1848,364,364,'0x81FF',21,84,'0x2071',         54690.09888,1899,54690,       0.09899999993,0,1,2,5,         34.38884735,        -117.9632187,         136.4005432,         103.0778275,         99.68883514,         7.852813244,     0.0005797162885,     -0.002645476488,      0.002792529529,       0.00246571959,0,0,0,0,0,0,
1853,365,365,'0x81FF',21,84,'0x4C53',         54691.09888,1899,54691,       0.09899999993,0,1,2,5,          34.3897438,        -117.9631348,         136.3643951,         103.0442657,         99.69010925,         7.853242397,      0.003946968354,    -0.0001197988604,      0.002554241801,      0.001965876436,0,0,0,0,0,0,
1859,366,366,'0x81FF',21,84,'0xCD1',         54692.09888,1899,54692,       0.09899999993,0,1,2,5,         34.39064407,        -117.9630508,         136.3130951,         102.9955521,          99.6932373,         7.852715492,      0.003555422882,      0.003883889643,     0.0005884726415,     -0.002446433064,0,0,0,0,0,0,
1865,367,367,'0x81FF',21,84,'0x51D9',         54693.09888,1899,54693,       0.09899999993,0,1,2,5,         34.39154053,        -117.9629669,         136.2670593,          102.952095,         99.69412231,         7.852536201,      0.003331840504,     0.0007579561207,      0.002262643771,     -0.001530508976,0,0,0,0,0,0,
1870,368,368,'0x81FF',21,84,'0x2F60',         54694.09888,1899,54694,       0.09899999993,0,1,2,5,          34.3924408,        -117.9628754,         136.2306824,         102.9182968,         99.68772125,         7.851858616,     0.0008068094612,     -0.007220154628,      0.001660196227,     -0.004118282348,0,0,0,0,0,0,
1876,369,369,'0x81FF',21,84,'0xC3F0',         54695.09888,1899,54695,       0.09899999993,0,1,2,5,         34.39334106,        -117.9627914,         136.1962585,         102.8864594,          99.6918869,         7.852675915,     -0.001703791087,      0.004860456102,      0.003440667409,     -0.003936263733,0,0,0,0,0,0,
1882,370,370,'0x81FF',21,84,'0x3918',         54696.09888,1899,54696,       0.09899999993,0,1,2,5,         34.39423752,        -117.9627075,         136.1561432,         102.8489304,          99.6924057,         7.852521896,       0.01111753937,     -0.001243359409,     0.0006581915659,       0.01290851273,0,0,0,0,0,0,
1887,371,371,'0x81FF',21,84,'0x7FBD',         54697.09888,1899,54697,       0.09899999993,0,1,2,5,         34.39513779,        -117.9626236,         136.1080322,         102.8034134,         99.69282532,         7.851604462,       0.01074478682,    1.704901842e-005,      0.002044401132,     -0.001792537514,0,0,0,0,0,0,
1893,372,372,'0x81FF',21,84,'0xDC71',         54698.09888,1899,54698,       0.09899999993,0,1,2,5,         34.39603424,        -117.9625397,          136.069046,         102.7670212,         99.69006348,         7.853870869,    -0.0004843662609,     -0.003961258568,      0.004533048719,      -0.01332438271,0,0,0,0,0,0,
1899,373,373,'0x81FF',21,84,'0x2292',         54699.09888,1899,54699,       0.09899999993,0,1,2,5,         34.39693451,        -117.9624481,         136.0351563,         102.7357101,         99.68583679,         7.856629372,     -0.002641912317,     -0.004979857709,      0.004529924598,     -0.002601851709,0,0,0,0,0,0,
1904,374,374,'0x81FF',21,84,'0xB08C',         54700.09888,1899,54700,       0.09899999993,0,1,2,5,         34.39783478,        -117.9623642,         136.0069427,         102.7100906,         99.68896484,         7.847599506,      0.004934968892,      0.003225906519,     -0.008808031678,       0.00809172634,0,0,0,0,0,0,
1910,375,375,'0x81FF',21,84,'0xEBF9',         54701.09888,1899,54701,       0.09899999993,0,1,2,5,         34.39873123,        -117.9622803,         135.9672852,         102.6730499,         99.69338226,         7.848327637,       0.01440208871,      0.003348436672,      0.003729437245,      0.009000905789,0,0,0,0,0,0,
1916,376,376,'0x81FF',21,84,'0x6509',         54702.09888,1899,54702,       0.09899999993,0,1,2,5,          34.3996315,        -117.9621964,         135.9300079,         102.6383743,         99.69612885,         7.854370117,      0.001686166623,      0.002472133143,      0.009555683471,      -0.01419549249,0,0,0,0,0,0,
1921,377,377,'0x81FF',21,84,'0x3F06',         54703.09888,1899,54703,       0.09899999993,0,1,2,5,         34.40052795,        -117.9621124,         135.9012604,         102.6122208,         99.68935394,         7.858486176,    -0.0008392820018,      -0.00987461023,      0.005820482969,     -0.002177253831,0,0,0,0,0,0,
1927,378,378,'0x81FF',21,84,'0xAA9F',         54704.09888,1899,54704,       0.09899999993,0,1,2,5,         34.40142822,        -117.9620285,         135.8699493,         102.5835114,         99.68819427,          7.85138607,      0.002963012084,    -0.0009943188634,     -0.006561623886,      0.003738749539,0,0,0,0,0,0,
1933,379,379,'0x81FF',21,84,'0x9555',         54705.09888,1899,54705,       0.09899999993,0,1,2,5,         34.40232468,         -117.961937,         135.8318634,         102.5480423,          99.6890564,         7.848374367,      0.005495619494,     0.0002435276838,      0.000120809651,      0.002075001597,0,0,0,0,0,0,
1938,380,380,'0x81FF',21,84,'0x609C',         54706.09888,1899,54706,       0.09899999993,0,1,2,5,         34.40322495,         -117.961853,          135.785141,         102.5039063,         99.69295502,         7.851621628,      0.003700332949,      0.004131757189,      0.005461052526,     -0.003793077078,0,0,0,0,0,0,
1944,381,381,'0x81FF',21,84,'0x873C',         54707.09888,1899,54707,       0.09899999993,0,1,2,5,         34.40412521,        -117.9617691,         135.7528992,         102.4742813,         99.69242096,         7.857414246,      0.006665662862,     -0.001877669711,      0.008093357086,      0.002303842688,0,0,0,0,0,0,
1950,382,382,'0x81FF',21,84,'0xC418',         54708.09888,1899,54708,       0.09899999993,0,1,2,5,         34.40502167,        -117.9616852,         135.7213745,         102.4453735,         99.69064331,         7.853912354,      0.007517676335,     -0.004166949075,     -0.003328493098,    -0.0003872011439,0,0,0,0,0,0,
1955,383,383,'0x81FF',21,84,'0xB15E',         54709.09888,1899,54709,       0.09899999993,0,1,2,5,         34.40592194,        -117.9616013,           135.68927,         102.4158783,         99.68770599,         7.848684311,      0.000431626162,     -0.004917850252,     -0.003512569703,     -0.008401416242,0,0,0,0,0,0,
1961,384,384,'0x81FF',21,84,'0x9CE',         54710.09888,1899,54710,       0.09899999993,0,1,2,5,         34.40681839,        -117.9615173,         135.6729126,         102.4021301,         99.69041443,         7.849741459,     -0.006543447264,      0.002179980977,      0.003246811219,     -0.006540406961,0,0,0,0,0,0,
1967,385,385,'0x81FF',21,84,'0x3087',         54711.09888,1899,54711,       0.09899999993,0,1,2,5,         34.40771866,        -117.9614258,         135.6465607,         102.3783951,         99.69390869,         7.854119778,        0.0112790335,      0.002475370886,      0.006750971545,       0.01975672692,0,0,0,0,0,0,
1972,386,386,'0x81FF',21,84,'0xBF5B',         54712.09888,1899,54712,       0.09899999993,0,1,2,5,         34.40861893,        -117.9613419,         135.5999298,         102.3343811,         99.69020081,         7.851036549,       0.01105847582,      -0.00469652703,      -0.00357405562,     -0.003095999826,0,0,0,0,0,0,
1978,387,387,'0x81FF',21,84,'0x16AF',         54713.09888,1899,54713,       0.09899999993,0,1,2,5,         34.40951538,        -117.9612579,         135.5766602,          102.313736,         99.68840027,         7.851931572,      0.004378058016,        -0.002862636,      0.002858544933,     -0.006956113037,0,0,0,0,0,0,
1984,388,388,'0x81FF',21,84,'0x38E6',         54714.09888,1899,54714,       0.09899999993,0,1,2,5,         34.41041565,         -117.961174,          135.555603,         102.2953033,         99.69161987,         7.855088711,     -0.001848065411,      0.002719986252,      0.004896640778,     -0.006962691899,0,0,0,0,0,0,
1989,389,389,'0x81FF',21,84,'0xAD4D',         54715.09888,1899,54715,       0.09899999993,0,1,2,5,          34.4113121,        -117.9610901,         135.5314484,         102.2737732,         99.69363403,         7.853500366,      0.007754240651,      0.001629029517,     0.0003668223217,       0.01115468703,0,0,0,0,0,0,
1995,390,390,'0x81FF',21,84,'0xC849',         54716.09888,1899,54716,       0.09899999993,0,1,2,5,         34.41221237,        -117.9609985,         135.5051422,         102.2500916,         99.69206238,         7.852650166,      0.001660372131,     -0.002598284977,      0.001598127768,     -0.008254586719,0,0,0,0,0,0,
2001,391,391,'0x81FF',21,84,'0xDC60',         54717.09888,1899,54717,       0.09899999993,0,1,2,5,         34.41311264,        -117.9609146,         135.4797668,         102.2273407,         99.68733978,         7.848958969,      0.002245180542,     -0.005344701465,     -0.004079496488,      0.001272002584,0,0,0,0,0,0,
2006,392,392,'0x81FF',21,84,'0x8071',         54718.09888,1899,54718,       0.09899999993,0,1,2,5,         34.41400909,        -117.9608307,         135.4564972,         102.2067032,         99.68946838,         7.851496696,      0.007850655355,      0.001743305591,      0.005028741434,      0.006745520979,0,0,0,0,0,0,
2012,393,393,'0x81FF',21,84,'0x8815',         54719.09888,1899,54719,       0.09899999993,0,1,2,5,         34.41490936,        -117.9607468,         135.4313965,         102.1842346,         99.69171906,         7.852746487,      0.004917042796,      0.001300804666,      0.003384896321,     -0.003142162925,0,0,0,0,0,0,
2018,394,394,'0x81FF',21,84,'0xBB36',         54720.09888,1899,54720,       0.09899999993,0,1,2,5,         34.41580582,        -117.9606628,         135.4116516,         102.1671143,         99.69406128,         7.857163906,      0.002852237085,      0.001731622615,      0.007343260106,     -0.002464357065,0,0,0,0,0,0,
2023,395,395,'0x81FF',21,84,'0x96F9',         54721.09888,1899,54721,       0.09899999993,0,1,2,5,         34.41670609,        -117.9605789,         135.3894196,         102.1475143,         99.68846893,         7.851700306,      0.004425399471,     -0.006063197739,     -0.003925315104,      0.003013974521,0,0,0,0,0,0,
2029,396,396,'0x81FF',21,84,'0x17FA',         54722.09888,1899,54722,       0.09899999993,0,1,2,5,         34.41760635,        -117.9604874,         135.3677521,          102.128479,          99.6904068,         7.852499962,     -0.001234955038,      0.001934379688,      0.004335635807,     -0.006464310456,0,0,0,0,0,0,
2035,397,397,'0x81FF',21,84,'0x2AF9',         54723.09888,1899,54723,       0.09899999993,0,1,2,5,         34.41850281,        -117.9604034,         135.3428802,         102.1062469,         99.69324493,         7.849926472,      0.009262763895,      0.002532517072,     -0.001424814924,        0.0128368549,0,0,0,0,0,0,
2040,398,398,'0x81FF',21,84,'0xCB55',         54724.09888,1899,54724,       0.09899999993,0,1,2,5,         34.41940308,        -117.9603195,         135.3057556,         102.0717621,         99.69128418,         7.851732731,      0.009856600314,     -0.003813577117,      0.004655803554,     -0.001554008806,0,0,0,0,0,0,
2046,399,399,'0x81FF',21,84,'0x1BEA',         54725.09888,1899,54725,       0.09899999993,0,1,2,5,         34.42029953,        -117.9602356,         135.2852325,         102.0538712,         99.69288635,          7.85604763,        0.0082385391,      0.001766851055,      0.006647652481,     -0.001696060295,0,0,0,0,0,0,
2052,400,400,'0x81FF',21,84,'0x65F3',         54726.09888,1899,54726,       0.09899999993,0,1,2,5,          34.4211998,        -117.9601517,         135.2667999,         102.0380783,         99.68966675,         7.852848053,     -0.003015404101,     -0.005291483831,     -0.002459236654,      -0.01237943675,0,0,0,0,0,0,
2057,401,401,'0x81FF',21,84,'0x7AD4',         54727.09888,1899,54727,       0.09899999993,0,1,2,5,         34.42210007,        -117.9600601,         135.2440491,         102.0179672,         99.68968201,         7.852731228,    -0.0003882948076,     0.0002509416372,       0.00187975273,      0.003889653366,0,0,0,0,0,0,
2063,402,402,'0x81FF',21,84,'0x56FB',         54728.09888,1899,54728,       0.09899999993,0,1,2,5,         34.42299652,        -117.9599762,         135.2270203,         102.0035858,         99.69342041,         7.852356434,      0.005365007557,      0.004226136487,     0.0001392172999,      0.006738031283,0,0,0,0,0,0,
2069,403,403,'0x81FF',21,84,'0x8E57',         54729.09888,1899,54729,       0.09899999993,0,1,2,5,         34.42389679,        -117.9598923,         135.2020874,         101.9812927,         99.69184113,         7.848792076,       0.01098464336,     -0.002045790199,     -0.001204180648,      0.007021271624,0,0,0,0,0,0,
2074,404,404,'0x81FF',21,84,'0x8BFE',         54730.09888,1899,54730,       0.09899999993,0,1,2,5,         34.42479324,        -117.9598083,          135.175766,         101.9576263,         99.68634033,          7.85308075,      0.002481741365,     -0.007115000393,       0.00596438162,      -0.01047423854,0,0,0,0,0,0,
2080,405,405,'0x81FF',21,84,'0xCF81',         54731.09888,1899,54731,       0.09899999993,0,1,2,5,         34.42569351,        -117.9597244,         135.1530304,         101.9375305,         99.68991089,          7.85429287,       0.00795639772,       0.00420552725,      0.002388004679,      0.008536518551,0,0,0,0,0,0,
2086,406,406,'0x81FF',21,84,'0xBBD9',         54732.09888,1899,54732,       0.09899999993,0,1,2,5,         34.42658997,        -117.9596405,         135.1184082,         101.9055557,         99.69610596,         7.852258205,       0.01183054503,      0.006632157601,     -0.001164482906,      0.003561494173,0,0,0,0,0,0,
2091,407,407,'0x81FF',21,84,'0x73DC',         54733.09888,1899,54733,       0.09899999993,0,1,2,5,         34.42749023,         -117.959549,         135.0980377,         101.8878403,         99.69320679,         7.848863602,     -0.004899014253,     -0.005074091256,      -0.00165985059,      -0.01864206977,0,0,0,0,0,0,
2097,408,408,'0x81FF',21,84,'0xD721',         54734.09888,1899,54734,       0.09899999993,0,1,2,5,          34.4283905,         -117.959465,         135.0807037,         101.8731613,         99.68785858,         7.851127148,     -0.005884836894,     -0.004583033267,      0.004139326047,      0.001502695959,0,0,0,0,0,0,
2103,409,409,'0x81FF',21,84,'0xA543',         54735.09888,1899,54735,       0.09899999993,0,1,2,5,         34.42928696,        -117.9593811,         135.0672913,         101.8624039,          99.6890564,         7.855921745,      0.006841841154,      0.001122272806,      0.005822051316,        0.0137661919,0,0,0,0,0,0,
2108,410,410,'0x81FF',21,84,'0xB745',         54736.09888,1899,54736,       0.09899999993,0,1,2,5,         34.43018723,        -117.9592972,         135.0448151,         101.8425751,         99.69145203,         7.853009224,       0.01004050113,     0.0009190676501,     -0.001686002244,      0.001994590275,0,0,0,0,0,0,
2114,411,411,'0x81FF',21,84,'0xCA22',         54737.09888,1899,54737,       0.09899999993,0,1,2,5,         34.43108368,        -117.9592133,         135.0180359,         101.8184586,         99.69224548,         7.850079536,       0.01480538398,    -0.0002244306088,    -0.0002457532391,      0.006436762866,0,0,0,0,0,0,
2120,412,412,'0x81FF',21,84,'0xA045',         54738.09888,1899,54738,       0.09899999993,0,1,2,5,         34.43198395,        -117.9591217,         134.9961243,         101.7991943,         99.69107056,         7.853998184,      0.001286163344,     -0.002466845792,      0.006399574224,      -0.01657035202,0,0,0,0,0,0,
2125,413,413,'0x81FF',21,84,'0x39EF',         54739.09888,1899,54739,       0.09899999993,0,1,2,5,         34.43288422,        -117.9590378,         134.9815369,         101.7872696,         99.69042206,         7.853308678,     -0.008807128295,     -0.001103158575,     0.0002890806063,     -0.009225147776,0,0,0,0,0,0,
2131,414,414,'0x81FF',21,84,'0xC811',         54740.09888,1899,54740,       0.09899999993,0,1,2,5,         34.43378067,        -117.9589539,         134.9724579,         101.7808533,         99.69026184,         7.852983475,      0.007636241149,    -0.0008923973655,     0.0009009383502,       0.02071117051,0,0,0,0,0,0,
2137,415,415,'0x81FF',21,84,'0xC48',         54741.09888,1899,54741,       0.09899999993,0,1,2,5,         34.43468094,        -117.9588699,         134.9441528,         101.7552032,         99.69335938,         7.851480961,      0.008907663636,        0.0036945662,    -0.0006799357361,     -0.000984078506,0,0,0,0,0,0,
2142,416,416,'0x81FF',21,84,'0x13F3',         54742.09888,1899,54742,       0.09899999993,0,1,2,5,         34.43557739,         -117.958786,         134.9227295,         101.7364349,         99.69434357,         7.846591473,       0.01388082467,     0.0007705843309,     -0.002698393539,      0.006153533701,0,0,0,0,0,0,
2148,417,417,'0x81FF',21,84,'0x117A',         54743.09888,1899,54743,       0.09899999993,0,1,2,5,         34.43647766,        -117.9587021,          134.896347,         101.7127228,         99.68939209,         7.853782654,      0.004437721334,     -0.005801549181,        0.0100126192,      -0.01102482341,0,0,0,0,0,0,
2154,418,418,'0x81FF',21,84,'0x9DBD',         54744.09888,1899,54744,       0.09899999993,0,1,2,5,         34.43737793,        -117.9586105,         134.8902435,         101.7092896,         99.68930817,         7.859102726,     -0.003610084066,    -0.0009561771294,      0.006188063417,     -0.007138608955,0,0,0,0,0,0,
2159,419,419,'0x81FF',21,84,'0xCFEB',         54745.09888,1899,54745,       0.09899999993,0,1,2,5,         34.43827438,        -117.9585266,          134.885788,         101.7075043,         99.68870544,         7.851176262,     0.0007469683187,     -0.001045801328,     -0.007562555373,      0.006583906244,0,0,0,0,0,0,
2165,420,420,'0x81FF',21,84,'0x2592',         54746.09888,1899,54746,       0.09899999993,0,1,2,5,         34.43917465,        -117.9584427,          134.866806,          101.691185,         99.69038391,         7.847655296,      0.009067025967,      0.001998127671,     -0.001096618013,      0.008694857359,0,0,0,0,0,0,
2171,421,421,'0x81FF',21,84,'0xC0E0',         54747.09888,1899,54747,       0.09899999993,0,1,2,5,         34.44007111,        -117.9583588,         134.8443756,         101.6714096,         99.69390869,         7.851900578,      0.009733585641,      0.002714645583,      0.006710844114,    -0.0001071290244,0,0,0,0,0,0,
2176,422,422,'0x81FF',21,84,'0xB238',         54748.09888,1899,54748,       0.09899999993,0,1,2,5,         34.44097137,        -117.9582748,          134.828186,         101.6578979,         99.69393158,         7.855605602,      0.004696631804,   -3.744699279e-005,       0.00490276888,     -0.004020758439,0,0,0,0,0,0,
2182,423,423,'0x81FF',21,84,'0x1A3',         54749.09888,1899,54749,       0.09899999993,0,1,2,5,         34.44186783,        -117.9581833,         134.8166351,         101.6490097,         99.68682861,         7.852094173,    -0.0002855884668,     -0.008683771826,     -0.003271102672,     -0.004600891378,0,0,0,0,0,0,
2188,424,424,'0x81FF',21,84,'0x1592',         54750.09888,1899,54750,       0.09899999993,0,1,2,5,          34.4427681,        -117.9580994,         134.8070526,         101.6421051,         99.69316864,         7.851574898,      0.001614064327,      0.008974827826,      0.001748340554,      0.003559307894,0,0,0,0,0,0,
2193,425,425,'0x81FF',21,84,'0x4192',         54751.09888,1899,54751,       0.09899999993,0,1,2,5,         34.44366837,        -117.9580154,         134.7879333,         101.6256561,          99.6913681,         7.850709915,      0.009779448621,     -0.003744637361,    6.782224318e-006,      0.008189138956,0,0,0,0,0,0,
2199,426,426,'0x81FF',21,84,'0x83B3',         54752.09888,1899,54752,       0.09899999993,0,1,2,5,         34.44456482,        -117.9579315,         134.7650909,         101.6054916,         99.69282532,         7.852427006,      0.009285430424,      0.001474350109,      0.004782331642,     0.0001234730589,0,0,0,0,0,0,
2205,427,427,'0x81FF',21,84,'0xEB0E',         54753.09888,1899,54753,       0.09899999993,0,1,2,5,         34.44546509,        -117.9578476,         134.7495422,         101.5926132,         99.69270325,         7.855192661,      0.003266314743,    -0.0007816806901,      0.005386760924,     -0.005235191435,0,0,0,0,0,0,
2210,428,428,'0x81FF',21,84,'0x105',         54754.09888,1899,54754,       0.09899999993,0,1,2,5,         34.44636154,        -117.9577637,         134.7445831,         101.5903244,         99.68597412,         7.850362301,      0.006086694542,     -0.009124469012,     -0.004926440306,      0.003926957957,0,0,0,0,0,0,
2216,429,429,'0x81FF',21,84,'0xF078',         54755.09888,1899,54755,       0.09899999993,0,1,2,5,         34.44726181,        -117.9576721,         134.7211151,         101.5695343,         99.73691559,         7.805804253,       0.01898061298,       0.05637968332,      -0.04772119224,       0.01495575998,0,0,0,0,0,0,
2222,430,430,'0x81FF',21,84,'0xFB6E',         54756.09888,1899,54756,       0.09899999993,0,1,2,5,         34.44816208,        -117.9575882,         134.6923676,         101.5434723,          99.7013855,         7.844885826,      0.009042037651,      -0.04592108354,       0.05124774948,       -0.0109905554,0,0,0,0,0,0,
2227,431,431,'0x81FF',21,84,'0x8558',         54757.09888,1899,54757,       0.09899999993,0,1,2,5,         34.44905853,        -117.9575043,         134.6730499,          101.526825,         99.66809845,         7.879979134,     -0.005381003488,      -0.03251134977,       0.03549417481,       -0.0142966453,0,0,0,0,0,0,
