TOTAL MSG COUNT,MSG 26 COUNT,THIS CSV MSG COUNT,Synch ,Message ID ,Byte Count ,Checksum , Time Stamp (seconds), GPS Week , GPS Seconds (second), GPS Sec. (Fraction) (second), Delta_Vel_X (m/sec), Delta_Vel_Y (m/sec), Delta_Vel_Z (m/sec), Delta_Att_X (rad/sec), Delta_Att_Y (rad/sec), Delta_Att_Z (rad/sec), Lever_Arm_X (meter), Lever_Arm_Y (meter), Lever_Arm_Z (meter), Acc_Bias_X (ug), Acc_Bias_Y (ug), Acc_Bias_Z (ug), Gyro_Bias_X (deg/hr), Gyro_Bias_Y (deg/hr), Gyro_Bias_Z (deg/hr), Acc_Scale_Fac_X (ppm), Acc_Scale_Fac_Y (ppm), Acc_Scale_Fac_Z (ppm),Gyro_Scale_Fac_X (ppm),Gyro_Scale_Fac_Y (ppm),Gyro_Scale_Fac_Z (ppm),Mounting_Angle_X (degrees),Mounting_Angle_Y (degrees),Mounting_Angle_Z (degrees),Comp_delta_vel_X (m/s),Comp_delta_vel_Y (m/s),Comp_delta_vel_Z (m/s),Base_Accel_SF_X (ppm),Base_Accel_SF_Y (ppm),Base_Accel_SF_Z (ppm),Base_Gyro_SF_X (ppm),Base_Gyro_SF_Y (ppm),Base_Gyro_SF_Z (ppm),Align_Heading (degree),Align_Pitch (degree),Align_Roll (degree),ECEF POS_X (m),ECEF POS_Y (m),ECEF POS_Z (m),VEL_N (m/s),VEL_E (m/s),VEL_D (m/s),ACC_N (m/s^2),ACC_E (m/s^2),ACC_D (m/s^2),Heading (degree),Pitch (degree),Roll (degree),Heading Rate (degree),Pitch Rate (degree),Roll Rate (degree),Checksum Failure Count ,IMU Health ,Spare1 ,Comp delta Vector Valid ,IMU Health Out Latch ,Mounting Angle Valid ,IMU Valid ,Platform Valid ,IMU Make ,Platform ,Align Command ,Align Method ,Align Status ,Align Mode ,Attitude Data Avail ,Heading Data Avail ,Velocity Data Avail ,In Motion Valid ,Ready to Align ,Need To Align ,Spare ,Filter Hold Control ,Filter Sub Mode ,Filter Mode ,Lever Arm Enable ,INS State ,Tracker Aiding Enable ,Tracker Static Aiding ,Sim Perfect IMU ,ZUPT control ,Spare , MSec Fraction (second),TOA (millsecond),IMU System Time ,Comp_delta_att_X (rad/s),Comp_delta_att_Y (rad/s),Comp_delta_att_Z (rad/s),
2718,489,489,'0x81FF',26,312,'0xAC76',         54843.09912,1899,54842,        0.4403309394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2724,490,490,'0x81FF',26,312,'0xDF03',         54844.09912,1899,54843,        0.4603309396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2730,491,491,'0x81FF',26,312,'0x1193',         54845.09912,1899,54844,        0.4803309394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2735,492,492,'0x81FF',26,312,'0x4421',         54846.09912,1899,54845,        0.5003309394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2741,493,493,'0x81FF',26,312,'0x76AE',         54847.09912,1899,54846,        0.5203309397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2747,494,494,'0x81FF',26,312,'0xA93C',         54848.09912,1899,54847,        0.5403309395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2752,495,495,'0x81FF',26,312,'0xDBCB',         54849.09912,1899,54848,        0.5603309395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2758,496,496,'0x81FF',26,312,'0xE59',         54850.09912,1899,54849,        0.5803309395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2764,497,497,'0x81FF',26,312,'0x40E8',         54851.09912,1899,54850,        0.6003309393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2769,498,498,'0x81FF',26,312,'0x7377',         54852.09912,1899,54851,        0.6203309391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2775,499,499,'0x81FF',26,312,'0xA606',         54853.09912,1899,54852,        0.6403309391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2781,500,500,'0x81FF',26,312,'0xD894',         54854.09912,1899,54853,        0.6603309391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2786,501,501,'0x81FF',26,312,'0xB22',         54855.09912,1899,54854,        0.6803309391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2792,502,502,'0x81FF',26,312,'0x3DB1',         54856.09912,1899,54855,        0.7003309391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2798,503,503,'0x81FF',26,312,'0x703F',         54857.09912,1899,54856,        0.7203309392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2803,504,504,'0x81FF',26,312,'0xA2CC',         54858.09912,1899,54857,        0.7403309394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2809,505,505,'0x81FF',26,312,'0xD55A',         54859.09912,1899,54858,        0.7603309394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2815,506,506,'0x81FF',26,312,'0x7E9',         54860.09912,1899,54859,        0.7803309395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2820,507,507,'0x81FF',26,312,'0x3A78',         54861.09912,1899,54860,        0.8003309392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2826,508,508,'0x81FF',26,312,'0x6D06',         54862.09912,1899,54861,        0.8203309393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2832,509,509,'0x81FF',26,312,'0x9F95',         54863.09912,1899,54862,        0.8403309393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2837,510,510,'0x81FF',26,312,'0xD222',         54864.09912,1899,54863,        0.8603309393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2843,511,511,'0x81FF',26,312,'0x4B0',         54865.09912,1899,54864,        0.8803309393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2849,512,512,'0x81FF',26,312,'0x373E',         54866.09912,1899,54865,        0.9003309393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2854,513,513,'0x81FF',26,312,'0x69CD',         54867.09912,1899,54866,        0.9203309393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2860,514,514,'0x81FF',26,312,'0x9C5B',         54868.09912,1899,54867,        0.9403309394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2866,515,515,'0x81FF',26,312,'0xCEE9',         54869.09912,1899,54868,        0.9603309394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2871,516,516,'0x81FF',26,312,'0x178',         54870.09912,1899,54869,        0.9803309394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2877,517,517,'0x81FF',26,312,'0x3405',         54871.09912,1899,54871,     0.0003309394233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2883,518,518,'0x81FF',26,312,'0x6694',         54872.09912,1899,54872,       0.02033093921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2888,519,519,'0x81FF',26,312,'0x9922',         54873.09912,1899,54873,       0.04033093923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2894,520,520,'0x81FF',26,312,'0xCBB1',         54874.09912,1899,54874,       0.06033093925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2900,521,521,'0x81FF',26,312,'0xFE3F',         54875.09912,1899,54875,       0.08033093926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2905,522,522,'0x81FF',26,312,'0xEE3F',         54876.09912,1899,54875,       0.08033093926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2911,523,523,'0x81FF',26,312,'0x20CD',         54877.09912,1899,54876,        0.1003309393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2917,524,524,'0x81FF',26,312,'0x535B',         54878.09912,1899,54877,        0.1203309393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2922,525,525,'0x81FF',26,312,'0x85EA',         54879.09912,1899,54878,        0.1403309393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2928,526,526,'0x81FF',26,312,'0xB877',         54880.09912,1899,54879,        0.1603309393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2934,527,527,'0x81FF',26,312,'0xEB05',         54881.09912,1899,54880,        0.1803309394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2939,528,528,'0x81FF',26,312,'0x1D95',         54882.09912,1899,54881,        0.2003309391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2945,529,529,'0x81FF',26,312,'0x5023',         54883.09912,1899,54882,        0.2203309392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2951,530,530,'0x81FF',26,312,'0x82B0',         54884.09912,1899,54883,        0.2403309394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2956,531,531,'0x81FF',26,312,'0xB53E',         54885.09912,1899,54884,        0.2603309394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2962,532,532,'0x81FF',26,312,'0xE7CD',         54886.09912,1899,54885,        0.2803309395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2968,533,533,'0x81FF',26,312,'0x1A5C',         54887.09912,1899,54886,        0.3003309392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2973,534,534,'0x81FF',26,312,'0x4CE9',         54888.09912,1899,54887,        0.3203309395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2979,535,535,'0x81FF',26,312,'0x7F79',         54889.09912,1899,54888,        0.3403309393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
2985,536,536,'0x81FF',26,312,'0xB206',         54890.09912,1899,54889,        0.3603309395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
