TOTAL MSG COUNT,MSG 13826 COUNT,THIS CSV MSG COUNT,Synch ,Message ID ,Data Size (16 bit words),Flag ,Checksum ,GPS Time Tag (sec),Channel Count (channel),reserved ,L1 RF Atten 1 (db),L1 RF Atten 2 (db),L1 RSS *#1 (dbm),L1 RSS *#2  (dbm),L1 RSS *#3  (dbm),L1 RSS *#4  (dbm),L1 RSS *#5  (dbm),L1 RSS *#6  (dbm),L1 RSS *#7  (dbm),L2 RF Atten 1 (db),L2 RF Atten 2 (db),L2 RSS *#1 (dbm),L2 RSS *#2  (dbm),L2 RSS *#3  (dbm),L2 RSS *#4  (dbm),L2 RSS *#5  (dbm),L2 RSS *#6  (dbm),L2 RSS *#7  (dbm),Checksum ,
30,1,1,'0x81FF','0x3602','0x0','0x8800','0xBFFF','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
31,2,2,'0x81FF','0x3602','0x0','0x9200','0xB5FF','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
1506,355,355,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54809.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xC0BB',
1510,356,356,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54810.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xBFBB',
1514,357,357,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54811.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xBDBB',
1519,358,358,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54812.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xBCBB',
1523,359,359,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54813.1053309396,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0x26BA',
1527,360,360,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54814.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xBABA',
1531,361,361,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54815.1053309396,7,0,0,0,-94,-95,-95,-96,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xB9BC',
1535,362,362,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54816.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-93,-94,-93,-94,'0xB9BA',
1539,363,363,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54817.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xB8BC',
1544,364,364,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54818.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xB6BB',
1548,365,365,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54819.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xB5BB',
1552,366,366,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54820.1053309394,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xB5BB',
1556,367,367,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54821.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0xB4BA',
1560,368,368,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54822.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xB3BB',
1564,369,369,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54823.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xB2BC',
1569,370,370,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54824.1053309394,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x1CBB',
1573,371,371,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54825.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0xB0BB',
1577,372,372,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54826.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0xAFBB',
1581,373,373,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54827.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xAEBB',
1585,374,374,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54828.1053309394,7,0,0,0,-95,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xADBC',
1589,375,375,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54829.1053309392,7,0,0,0,-95,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xADBC',
1594,376,376,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54830.1053309394,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x16BA',
1598,377,377,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54831.1053309394,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x15BB',
1602,378,378,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54832.1053309392,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-94,-93,-94,-93,-94,-94,-94,'0x15BB',
1606,379,379,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54833.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xA9BB',
1610,380,380,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54834.1053309394,7,0,0,0,-95,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xA7BD',
1614,381,381,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54835.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0xA6B9',
1619,382,382,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54836.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xA5BB',
1623,383,383,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54837.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xA4BA',
1627,384,384,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54838.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xA3BA',
1631,385,385,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54839.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xA3BB',
1635,386,386,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54840.1063309393,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x2930',
1639,387,387,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54841.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xA0BA',
1644,388,388,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54842.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x9FBB',
1648,389,389,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54843.1053309394,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x9EBB',
1652,390,390,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54844.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x9DBB',
1656,391,391,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54845.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0x9CBB',
1660,392,392,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54846.1053309396,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x9ABB',
1664,393,393,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54847.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x9ABA',
1669,394,394,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54848.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x99BA',
1673,395,395,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54849.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0x98BB',
1677,396,396,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54850.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x98BC',
1681,397,397,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54851.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x97BC',
1685,398,398,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54852.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x96BA',
1689,399,399,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54853.1053309392,7,0,0,0,-95,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x95BD',
1694,400,400,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54854.1053309392,7,0,0,0,-95,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x94BD',
1698,401,401,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54855.1053309392,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x93BA',
1702,402,402,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54856.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0x92BA',
1706,403,403,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54857.1053309394,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xFBBB',
1710,404,404,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54858.1053309394,7,0,0,0,-94,-95,-95,-95,-95,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x8FBA',
1714,405,405,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54859.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-94,-93,-94,-94,-94,-94,-94,'0x8EBC',
1719,406,406,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54860.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x8EBC',
1723,407,407,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54861.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x8DBB',
1727,408,408,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54862.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-93,-94,-94,-94,'0x8CBB',
1731,409,409,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54863.1053309392,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x8BBC',
1735,410,410,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54864.1063309391,7,0,0,0,-95,-95,-95,-96,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x1231',
1739,411,411,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54865.1053309392,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x89BD',
1744,412,412,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54866.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x88BB',
1748,413,413,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54867.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x87BB',
1752,414,414,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54868.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x85BB',
1756,415,415,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54869.1053309394,7,0,0,0,-94,-95,-95,-96,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x84BA',
1760,416,416,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54870.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x83BB',
1764,417,417,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54871.1053309394,7,0,0,0,-94,-96,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0x82BB',
1769,418,418,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54872.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-93,-94,-94,-94,'0x82BB',
1773,419,419,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54873.1053309392,7,0,0,0,-94,-95,-95,-96,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-93,'0x81BA',
1777,420,420,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54874.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x80BA',
1781,421,421,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54875.1053309392,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x7FBA',
1785,422,422,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54876.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0x7EBB',
1789,423,423,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54877.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x7CBA',
1794,424,424,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54878.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-94,-93,-94,-94,-94,-94,-94,'0x7BBC',
1798,425,425,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54879.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x7ABC',
1802,426,426,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54880.1053309394,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x79BB',
1806,427,427,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54881.1053309392,7,0,0,0,-94,-95,-95,-96,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x79BD',
1810,428,428,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54882.1053309392,7,0,0,0,-94,-95,-95,-96,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x78BD',
1814,429,429,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54883.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x76BB',
1819,430,430,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54884.1053309394,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x75BD',
1823,431,431,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54885.1053309394,7,0,0,0,-95,-95,-95,-95,-96,-96,-95,0,0,-94,-93,-94,-94,-94,-94,-94,'0x74BE',
1827,432,432,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54886.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x73BC',
1831,433,433,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54887.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0x72BB',
1835,434,434,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54888.1063309393,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xF931',
1839,435,435,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54889.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x70BB',
1844,436,436,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54890.1053309394,7,0,0,0,-94,-95,-95,-95,-95,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x6FBA',
1848,437,437,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54891.1053309394,7,0,0,0,-94,-95,-95,-96,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x6EBC',
1852,438,438,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54892.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-94,-93,-94,-94,-94,-93,-94,'0x6CBB',
1856,439,439,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54893.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x6BBA',
1860,440,440,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54894.1053309396,7,149,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xD5BD',
1864,441,441,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54895.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x69BB',
1869,442,442,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54896.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x68BB',
1873,443,443,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54897.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x68BA',
1877,444,444,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54898.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x67BA',
1881,445,445,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54899.1053309394,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x66BC',
1885,446,446,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54900.1053309396,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x64BB',
1889,447,447,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54901.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x63B9',
1894,448,448,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54902.1053309396,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xCDBB',
1898,449,449,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54903.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x61BB',
1902,450,450,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54904.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x60BA',
1906,451,451,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54905.1053309399,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x5EBB',
1910,452,452,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54906.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x5EBA',
1914,453,453,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54907.1053309396,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x5DBC',
1919,454,454,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54908.1053309396,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-94,-93,-94,-94,-94,-94,-94,'0x5CBD',
1923,455,455,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54909.1053309396,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xC6BB',
1927,456,456,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54910.1053309396,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xC5BB',
1931,457,457,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54911.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x59BB',
1935,458,458,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54912.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x58BB',
1939,459,459,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54913.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x57BB',
1944,460,460,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54914.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x56BC',
1948,461,461,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54915.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x55BC',
1952,462,462,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54916.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x54BA',
1956,463,463,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54917.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x53BA',
1960,464,464,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54918.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x53BB',
1964,465,465,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54919.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x51BA',
1969,466,466,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54920.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x50BB',
1973,467,467,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54921.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x50BA',
1977,468,468,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54922.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x4EBC',
1981,469,469,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54923.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x4DBC',
1985,470,470,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54924.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x4CBC',
1989,471,471,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54925.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x4BBB',
1994,472,472,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54926.1053309399,7,0,0,0,-94,-95,-95,-96,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x49BC',
1998,473,473,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54927.1053309396,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x49BB',
2002,474,474,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54928.1053309396,7,0,0,0,-95,-95,-96,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x48BE',
2006,475,475,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54929.1053309396,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x47BB',
2010,476,476,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54930.1053309399,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-93,-94,-94,-94,'0x45BB',
2014,477,477,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54931.1053309399,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x44BC',
2019,478,478,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54932.1053309401,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x42BB',
