TOTAL MSG COUNT,MSG 5040 COUNT,THIS CSV MSG COUNT,Synch ,Message ID ,Data Size (16 bit words),Flag ,Checksum ,GPS Time Tag (sec),Position Format  ,Latitude (degrees),Spare ,Longitude (degrees),Spare ,Elevation ,Elevation Reference ,Elevation Units ,Datum Number ,Time Zone Index ,Hours (hr),Minutes (min),Seconds (sec),Day of Week ,Day of Month (days),Month ,Year (yr (last 2 digits- 00-99)),Velocity Valid ,Ground Speed Units ,Spare ,Ground Speed ,Track ,Track Units ,Spare ,Track North Reference ,Spare ,FOM ,Spare ,TFOM ,Spare ,EHE ,EHE Units ,Spare ,EPE ,EPE Units ,Spare ,Nav Converged ,Elevation Status ,Spare ,Current DOP ,DOP Type  ,Spare ,Software Version ,Hardware Version , Operating Mode , Spare ,Average Count , PRN Code Tracked #1  (0=sv id 32), Reserved #1  (set to 1), Encryption Type #1  , Tracking State #1  , Code Type #1  , Reserved2 #1  (set to 0), Reserved3 #1  (set to 0), Chan #1 Status A/B Valid , J/S #1  (db), C/No #1  (db-hz), PRN Code Tracked #2  (0=sv id 32), Reserved #2  (set to 1), Encryption Type #2  , Tracking State #2  , Code Type #2  , Reserved2 #2  (set to 0), Reserved3 #2  (set to 0), Chan #2 Status A/B Valid , J/S #2  (db), C/No #2  (db-hz), PRN Code Tracked #3  (0=sv id 32), Reserved #3  (set to 1), Encryption Type #3  , Tracking State #3  , Code Type #3  , Reserved2 #3  (set to 0), Reserved3 #3  (set to 0), Chan #3 Status A/B Valid , J/S #3  (db), C/No #3  (db-hz), PRN Code Tracked #4  (0=sv id 32), Reserved #4  (set to 1), Encryption Type #4  , Tracking State #4  , Code Type #4  , Reserved2 #4  (set to 0), Reserved3 #4  (set to 0), Chan #4 Status A/B Valid , J/S #4  (db), C/No #4  (db-hz), PRN Code Tracked #5  (0=sv id 32), Reserved #5  (set to 1), Encryption Type #5  , Tracking State #5  , Code Type #5  , Reserved2 #5  (set to 0), Reserved3 #5  (set to 0), Chan #5 Status A/B Valid , J/S #5  (db), C/No #5  (db-hz),Antenna Source ,Spare ,Prime Power Source  ,Spare ,Prime Power Battery Type , Spare ,Reserved *#1 ,Reserved *#2  ,Reserved *#3  ,Reserved *#4  ,Position Alert ,Corridor Alert ,Buffer Zone Alert ,Number of Visible SVs ,Number of Healthy SVs ,Almanac Age (days),Mask Angle (deg),Days with Keys (days- note 13),(FOUO) Mission Duration  (days),(FOUO) Crypto Message  , Spare ,North Ref Correction ,North Ref Correction Units ,Spare ,Lock Out Status , Spare , LADGPS Status  , Spare ,EVE ,EVE Units , Spare ,Datum Code (6 ascii characters),Checksum ,
1492,353,353,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54806.0003309392,1,        0.0000000000,21792,28204355617971765000.0000000000,0,      133.9887237549,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0026245117,      351.7278442383,1,0,1,0,1,0,2,0,        0.7808833718,0,0,        1.1764740944,0,0,1,0,0,        1.6304135323,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7762737274,1,0,0,0,0,0,        0.8799502850,0,0,'WGD   ','0xA7B3',
1496,354,354,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54807.0003309392,1,        0.0000000000,21792,14469453114016715000000.0000000000,0,      133.9922485352,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0095520020,      351.7276000977,1,0,1,0,1,0,2,0,        0.7809140086,0,0,        1.1765308380,0,0,1,0,0,        1.6303327084,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,40,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7764501572,1,0,0,0,0,0,        0.8799989223,0,0,'WGD   ','0xC13F',
1500,355,355,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54808.0003309392,1,        0.0000000000,21792,3711484907841468000000000.0000000000,0,      133.9839019775,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0037841797,      351.7261962891,1,0,1,0,1,0,2,0,        0.7809411883,0,0,        1.1765850782,0,0,1,0,0,        1.6302520037,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7766265869,1,0,0,0,0,0,        0.8800473213,0,0,'WGD   ','0x1D3',
1504,356,356,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54809.0003309394,1,        0.0000000000,21792,1904058166001127300000000000.0000000000,0,      133.9705657959,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9856567383,      351.7259521484,1,0,1,0,1,0,2,0,        0.7809719443,0,0,        1.1766420603,0,0,1,0,0,        1.6301711798,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7768030167,1,0,0,0,0,0,        0.8800961971,0,0,'WGD   ','0x9867',
1508,357,357,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54810.0003309394,1,        0.0000000000,21792,976792719490846770000000000000.0000000000,0,      133.9651947021,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0042724609,      351.7278442383,1,0,1,0,1,0,2,0,        0.7810025811,0,0,        1.1766990423,0,0,1,0,0,        1.6300903559,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,38,23,2,0,5,0,0,0,0,0,40,22,3,0,5,0,0,0,0,0,39,21,4,0,5,0,0,0,0,0,38,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7769804001,1,0,0,0,0,0,        0.8801451921,0,0,'WGD   ','0x32F3',
1512,358,358,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54811.0003309394,1,        0.0000000000,21792,501108224410741850000000000000000.0000000000,0,      133.9557952881,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0059509277,      351.7272033691,1,0,1,0,1,0,2,0,        0.7810298800,0,0,        1.1767536402,0,0,1,0,0,        1.6300095320,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7771568298,1,0,0,0,0,0,        0.8801939487,0,0,'WGD   ','0x9984',
1517,359,359,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54812.0003309397,1,        0.0000000000,21792,257074471138391120000000000000000000.0000000000,0,      133.9399719238,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0056762695,      351.7236938477,1,0,1,0,1,0,2,0,        0.7810627818,0,0,        1.1768151522,0,0,1,0,0,        1.6299287081,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,32,38,23,2,0,5,0,0,0,0,0,40,22,3,0,5,0,0,0,0,0,39,21,4,0,5,0,0,0,0,0,38,17,5,0,5,0,0,0,0,0,39,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7773332596,1,0,0,0,0,0,        0.8802470565,0,0,'WGD   ','0x6BF8',
1521,360,360,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54813.0003309397,1,        0.0000000000,21792,65939573958676864000000000000000000000.0000000000,0,      133.9346313477,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0058593750,      351.7254333496,1,0,1,0,1,0,2,0,        0.7811011672,0,0,        1.1768822670,0,0,1,0,0,        1.6298478842,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,40,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7775096893,1,0,0,0,0,0,        0.8803027272,0,0,'WGD   ','0x15A6',
1525,361,361,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54814.0003309397,1,        0.0000000000,21792,        0.0000000000,0,      133.9271697998,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9948425293,      351.7285156250,1,0,1,0,1,0,2,0,        0.7811367512,0,0,        1.1769455671,0,0,1,0,0,        1.6297670603,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,38,23,2,0,5,0,0,0,0,0,40,22,3,0,5,0,0,0,0,0,39,21,4,0,5,0,0,0,0,32,38,17,5,0,5,0,0,0,0,0,39,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7776861191,1,0,0,0,0,0,        0.8803558350,0,0,'WGD   ','0xF14',
1529,362,362,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54815.0003309397,1,        0.0000000000,21792,        0.0000000000,0,      133.9197082520,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9897460938,      351.7265625000,1,0,1,0,1,0,2,0,        0.7811664343,0,0,        1.1770019531,0,0,1,0,0,        1.6296861172,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7778625488,1,0,0,0,0,0,        0.8804047108,0,0,'WGD   ','0xC6C6',
1533,363,363,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54816.0003309397,1,        0.0000000000,21792,        0.0000000000,0,      133.9183654785,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9906616211,      351.7228698730,1,0,1,0,1,0,2,0,        0.7811930180,0,0,        1.1770559549,0,0,1,0,0,        1.6296051741,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,38,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7780389786,1,0,0,0,0,0,        0.8804534674,0,0,'WGD   ','0xB357',
1537,364,364,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54817.0003309394,1,        0.0000000000,21792,        0.0000000000,0,      133.9055480957,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0044860840,      351.7229614258,1,0,1,0,1,0,2,0,        0.7812232375,0,0,        1.1771129370,0,0,1,0,0,        1.6295243502,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7782154083,1,0,0,0,0,0,        0.8805027604,0,0,'WGD   ','0x9E7',
1542,365,365,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54818.0003309394,1,        0.0000000000,21792,        0.0000000000,0,      133.8929290771,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0165100098,      351.7261352539,1,0,1,0,1,0,2,0,        0.7812533379,0,0,        1.1771697998,0,0,1,0,0,        1.6294434071,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,39,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7783918381,1,0,0,0,0,0,        0.8805521727,0,0,'WGD   ','0x2D77',
1546,366,366,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54819.0003309397,1,        0.0000000000,21792,        0.0000000000,0,      133.8797760010,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0074157715,      351.7257385254,1,0,1,0,1,0,2,0,        0.7812802196,0,0,        1.1772245169,0,0,1,0,0,        1.6293624640,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7785682678,1,0,0,0,0,0,        0.8806014061,0,0,'WGD   ','0xE50A',
1550,367,367,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54820.0003309397,1,        0.0000000000,21792,        0.0000000000,0,      133.8831939697,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9921569824,      351.7243041992,1,0,1,0,1,0,2,0,        0.7813073993,0,0,        1.1772794724,0,0,1,0,0,        1.6292815208,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7787446976,1,0,0,0,0,0,        0.8806508183,0,0,'WGD   ','0x429A',
1554,368,368,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54821.0003309394,1,        0.0000000000,21792,        0.0000000000,0,      133.8717956543,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9941101074,      351.7233276367,1,0,1,0,1,0,2,0,        0.7813348174,0,0,        1.1773347855,0,0,1,0,0,        1.6292004585,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7789211273,1,0,0,0,0,0,        0.8807002902,0,0,'WGD   ','0x202B',
1558,369,369,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54822.0003309394,1,        0.0000000000,21792,        0.0000000000,0,      133.8616485596,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0006103516,      351.7241210938,1,0,1,0,1,0,2,0,        0.7813624740,0,0,        1.1773903370,0,0,1,0,0,        1.6291195154,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7790975571,1,0,0,0,0,0,        0.8807500005,0,0,'WGD   ','0xD4BD',
1562,370,370,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54823.0003309394,1,        0.0000000000,21792,        0.0000000000,0,      133.8567810059,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0036315918,      351.7264404297,1,0,1,0,1,0,2,0,        0.7813902497,0,0,        1.1774460077,0,0,1,0,0,        1.6290384531,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7792749405,1,0,0,0,0,0,        0.8807997704,0,0,'WGD   ','0x674B',
1567,371,371,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54824.0003309394,1,        0.0000000000,21792,        0.0000000001,0,      133.8448333740,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9986877441,      351.7254638672,1,0,1,0,1,0,2,0,        0.7814182639,0,0,        1.1775019169,0,0,1,0,0,        1.6289575100,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7794513702,1,0,0,0,0,0,        0.8808497190,0,0,'WGD   ','0x36DD',
1571,372,372,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54825.0003309394,1,        0.0000000000,21792,        0.0000000473,0,      133.8384857178,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0015563965,      351.7235412598,1,0,1,0,1,0,2,0,        0.7814497352,0,0,        1.1775605679,0,0,1,0,0,        1.6288764477,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7796278000,1,0,0,0,0,0,        0.8809001446,0,0,'WGD   ','0x5A6C',
1575,373,373,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54826.0003309394,1,        0.0000000000,21792,        0.0000242577,0,      133.8437042236,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9992065430,      351.7216796875,1,0,1,0,1,0,2,0,        0.7814778090,0,0,        1.1776167154,0,0,1,0,0,        1.6287953854,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7798042297,1,0,0,0,0,0,        0.8809503317,0,0,'WGD   ','0x83FB',
1579,374,374,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54827.0003309394,1,        0.0000000000,21792,        0.0062217712,0,      133.8406677246,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0020751953,      351.7229614258,1,0,1,0,1,0,2,0,        0.7815061808,0,0,        1.1776731014,0,0,1,0,0,        1.6287143230,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,40,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7799806595,1,0,0,0,0,0,        0.8810006976,0,0,'WGD   ','0xAC8B',
1583,375,375,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54828.0003309394,1,        0.0000000000,21792,        3.1916503908,0,      133.8222351074,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0067138672,      351.7242736816,1,0,1,0,1,0,2,0,        0.7815346122,0,0,        1.1777298450,0,0,1,0,0,        1.6286332607,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,38,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7801570892,1,0,0,0,0,0,        0.8810511827,0,0,'WGD   ','0x8B1D',
1587,376,376,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54829.0003309394,1,        0.0000000000,21792,     1637.2187500913,0,      133.8084869385,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9994812012,      351.7247314453,1,0,1,0,1,0,2,0,        0.7815654278,0,0,        1.1777899265,0,0,1,0,0,        1.6285520792,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7803335190,1,0,0,0,0,0,        0.8811041713,0,0,'WGD   ','0x64B0',
1592,377,377,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54830.0003309392,1,        0.0000000000,21792,   839856.0000467300,0,      133.8175506592,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9937133789,      351.7234802246,1,0,1,0,1,0,2,0,        0.7815940976,0,0,        1.1778467894,0,0,1,0,0,        1.6284710169,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7805099487,1,0,0,0,0,0,        0.8811548352,0,0,'WGD   ','0xD73C',
1596,378,378,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54831.0003309394,1,        0.0000000000,21792,215412736.0119628900,0,      133.8116760254,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9931335449,      351.7219543457,1,0,1,0,1,0,2,0,        0.7816262841,0,0,        1.1779063940,0,0,1,0,0,        1.6283898354,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,40,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7806863785,1,0,0,0,0,0,        0.8812059760,0,0,'WGD   ','0x1DCC',
1600,379,379,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54832.0003309394,1,        0.0000000000,21792,110498938886.1250000000,0,      133.8001403809,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9962768555,      351.7212219238,1,0,1,0,1,0,2,0,        0.7816549540,0,0,        1.1779634953,0,0,1,0,0,        1.6283087730,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7808628082,1,0,0,0,0,0,        0.8812568784,0,0,'WGD   ','0x9E5D',
1604,380,380,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54833.0003309392,1,        0.0000000000,21792,56682830892096.0000000000,0,      133.7931518555,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0121765137,      351.7215881348,1,0,1,0,1,0,2,0,        0.7816839218,0,0,        1.1780209541,0,0,1,0,0,        1.6282275915,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,40,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7810401917,1,0,0,0,0,0,        0.8813079000,0,0,'WGD   ','0x1FEA',
1608,381,381,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54834.0003309392,1,        0.0000000000,21792,29076035242328064.0000000000,0,      133.7964172363,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0072631836,      351.7221069336,1,0,1,0,1,0,2,0,        0.7817163467,0,0,        1.1780810356,0,0,1,0,0,        1.6281464100,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,40,22,3,0,5,0,0,0,0,0,39,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7812166214,1,0,0,0,0,0,        0.8813593984,0,0,'WGD   ','0x547A',
1612,382,382,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54835.0003309394,1,        0.0000000000,21792,14915077541743034000.0000000000,0,      133.7923889160,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0015563965,      351.7230224609,1,0,1,0,1,0,2,0,        0.7817452550,0,0,        1.1781386137,0,0,1,0,0,        1.6280652285,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,40,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7813930511,1,0,0,0,0,0,        0.8814107776,0,0,'WGD   ','0xBE08',
1617,383,383,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54836.0003309394,1,        0.0000000000,21792,3825465610090009600000.0000000000,0,      133.7810668945,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9885253906,      351.7227172852,1,0,1,0,1,0,2,0,        0.7817745209,0,0,        1.1781964302,0,0,1,0,0,        1.6279840469,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7815694809,1,0,0,0,0,0,        0.8814621568,0,0,'WGD   ','0x1A9C',
1621,384,384,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54837.0003309394,1,        0.0000000000,21792,1962290847692679400000000.0000000000,0,      133.7836456299,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9877929688,      351.7206115723,1,0,1,0,1,0,2,0,        0.7818006873,0,0,        1.1782512665,0,0,1,0,0,        1.6279028654,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,40,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.7817459106,1,0,0,0,0,0,        0.8815121651,0,0,'WGD   ','0xF02A',
