TOTAL MSG COUNT,MSG 5040 COUNT,THIS CSV MSG COUNT,Synch ,Message ID ,Data Size (16 bit words),Flag ,Checksum ,GPS Time Tag (sec),Position Format  ,Latitude (degrees),Spare ,Longitude (degrees),Spare ,Elevation ,Elevation Reference ,Elevation Units ,Datum Number ,Time Zone Index ,Hours (hr),Minutes (min),Seconds (sec),Day of Week ,Day of Month (days),Month ,Year (yr (last 2 digits- 00-99)),Velocity Valid ,Ground Speed Units ,Spare ,Ground Speed ,Track ,Track Units ,Spare ,Track North Reference ,Spare ,FOM ,Spare ,TFOM ,Spare ,EHE ,EHE Units ,Spare ,EPE ,EPE Units ,Spare ,Nav Converged ,Elevation Status ,Spare ,Current DOP ,DOP Type  ,Spare ,Software Version ,Hardware Version , Operating Mode , Spare ,Average Count , PRN Code Tracked #1  (0=sv id 32), Reserved #1  (set to 1), Encryption Type #1  , Tracking State #1  , Code Type #1  , Reserved2 #1  (set to 0), Reserved3 #1  (set to 0), Chan #1 Status A/B Valid , J/S #1  (db), C/No #1  (db-hz), PRN Code Tracked #2  (0=sv id 32), Reserved #2  (set to 1), Encryption Type #2  , Tracking State #2  , Code Type #2  , Reserved2 #2  (set to 0), Reserved3 #2  (set to 0), Chan #2 Status A/B Valid , J/S #2  (db), C/No #2  (db-hz), PRN Code Tracked #3  (0=sv id 32), Reserved #3  (set to 1), Encryption Type #3  , Tracking State #3  , Code Type #3  , Reserved2 #3  (set to 0), Reserved3 #3  (set to 0), Chan #3 Status A/B Valid , J/S #3  (db), C/No #3  (db-hz), PRN Code Tracked #4  (0=sv id 32), Reserved #4  (set to 1), Encryption Type #4  , Tracking State #4  , Code Type #4  , Reserved2 #4  (set to 0), Reserved3 #4  (set to 0), Chan #4 Status A/B Valid , J/S #4  (db), C/No #4  (db-hz), PRN Code Tracked #5  (0=sv id 32), Reserved #5  (set to 1), Encryption Type #5  , Tracking State #5  , Code Type #5  , Reserved2 #5  (set to 0), Reserved3 #5  (set to 0), Chan #5 Status A/B Valid , J/S #5  (db), C/No #5  (db-hz),Antenna Source ,Spare ,Prime Power Source  ,Spare ,Prime Power Battery Type , Spare ,Reserved *#1 ,Reserved *#2  ,Reserved *#3  ,Reserved *#4  ,Position Alert ,Corridor Alert ,Buffer Zone Alert ,Number of Visible SVs ,Number of Healthy SVs ,Almanac Age (days),Mask Angle (deg),Days with Keys (days- note 13),(FOUO) Mission Duration  (days),(FOUO) Crypto Message  , Spare ,North Ref Correction ,North Ref Correction Units ,Spare ,Lock Out Status , Spare , LADGPS Status  , Spare ,EVE ,EVE Units , Spare ,Datum Code (6 ascii characters),Checksum ,
108,21,21,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54474.0003307795,1,        0.0000000000,21536,        0.0000000000,1,      170.8358001709,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9963989258,      351.7874755859,1,0,1,0,1,0,2,0,        0.9022908807,0,0,        1.3385684490,0,0,1,0,0,        1.6560040712,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,11,-1,        5.0000000000,0,0,0,0,       12.7176599503,1,0,0,0,0,0,        0.9887551069,0,0,'WGD   ','0x4FD0',
112,22,22,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54475.0003307797,1,        0.0000000000,21536,        0.0000000002,1,      170.8009185791,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9899902344,      351.7832641602,1,0,1,0,1,0,2,0,        0.8935321569,0,0,        1.3292658329,0,0,1,0,0,        1.6559315920,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,42,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,43,1,0,0,0,4,0,0,0,0,0,0,0,0,9,11,-1,        5.0000000000,0,0,0,0,       12.7178363800,1,0,0,0,0,0,        0.9841482043,0,0,'WGD   ','0x10B',
117,23,23,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54476.0003307799,1,        0.0000000000,21536,        0.0000000470,1,      170.7824249268,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9880676270,      351.7829895020,1,0,1,0,1,0,2,0,        0.8854509592,0,0,        1.3205809593,0,0,1,0,0,        1.6558591127,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,11,-1,        5.0000000000,0,0,0,0,       12.7180128098,1,0,0,0,0,0,        0.9797502756,0,0,'WGD   ','0x1BF6',
121,24,24,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54477.0003307799,1,        0.0000000000,21536,        0.0000241227,1,      170.7770080566,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0025024414,      351.7861328125,1,0,1,0,1,0,2,0,        0.8779839873,0,0,        1.3124600649,0,0,1,0,0,        1.6557866335,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,43,1,0,0,0,4,0,0,0,0,0,0,0,0,9,11,-1,        5.0000000000,0,0,0,0,       12.7181882858,1,0,0,0,0,0,        0.9755487442,0,0,'WGD   ','0xB792',
125,25,25,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54478.0003307802,1,        0.0000000000,21536,        0.0123746395,1,      170.7751007080,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0039978027,      351.7854309082,1,0,1,0,1,0,2,0,        0.8710757494,0,0,        1.3048555851,0,0,1,0,0,        1.6557141542,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,11,-1,        5.0000000000,0,0,0,0,       12.7183647156,1,0,0,0,0,0,        0.9715324044,0,0,'WGD   ','0xE7EB',
129,26,26,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54479.0003307802,1,        0.0000000000,21536,        6.3480224612,1,      170.7614288330,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9930725098,      351.7861938477,1,0,1,0,1,0,2,0,        0.8646771312,0,0,        1.2977256775,0,0,1,0,0,        1.6556415558,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,43,1,0,0,0,4,0,0,0,0,0,0,0,0,9,11,-1,        5.0000000000,0,0,0,0,       12.7185411453,1,0,0,0,0,0,        0.9676907659,0,0,'WGD   ','0x1A0D',
133,27,27,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54480.0003307799,1,        0.0000000000,21536,     3256.3750001378,1,      170.7580108643,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9855651855,      351.7838439941,1,0,1,0,1,0,2,0,        0.8587441444,0,0,        1.2910326719,0,0,1,0,0,        1.6555689573,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7187175751,1,0,0,0,0,0,        0.9640143514,0,0,'WGD   ','0xFDF5',
137,28,28,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54481.0003307799,1,        0.0000000000,21536,  1670464.0000705719,1,      170.7422027588,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9974670410,      351.7841491699,1,0,1,0,1,0,2,0,        0.8532376289,0,0,        1.2847427130,0,0,1,0,0,        1.6554963589,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,42,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,42,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,43,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7188930511,1,0,0,0,0,0,        0.9604942799,0,0,'WGD   ','0xCDAA',
142,29,29,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54482.0003307802,1,        0.0000000000,21536,856899584.0361328100,1,      170.7336425781,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0066833496,      351.7853698730,1,0,1,0,1,0,2,0,        0.8481220603,0,0,        1.2788255215,0,0,1,0,0,        1.6554236412,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7190694809,1,0,0,0,0,0,        0.9571225047,0,0,'WGD   ','0x7630',
146,30,30,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54483.0003307799,1,        0.0000000000,21536,219785723913.2500000000,1,      170.7255096436,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9962768555,      351.7852783203,1,0,1,0,1,0,2,0,        0.8433656693,0,0,        1.2732535601,0,0,1,0,0,        1.6553509235,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7192459106,1,0,0,0,0,0,        0.9538914561,0,0,'WGD   ','0x988A',
150,31,31,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54484.0003307799,1,        0.0000000000,21536,112745039008384.0000000000,1,      170.7135314941,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9910888672,      351.7830810547,1,0,1,0,1,0,2,0,        0.8389395475,0,0,        1.2680019140,0,0,1,0,0,        1.6552782059,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7194213867,1,0,0,0,0,0,        0.9507940412,0,0,'WGD   ','0x6DBC',
154,32,32,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54485.0003307802,1,        0.0000000000,21536,57834311623442432.0000000000,1,      170.7040100098,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9990539551,      351.7817993164,1,0,1,0,1,0,2,0,        0.8348177075,0,0,        1.2630479336,0,0,1,0,0,        1.6552053690,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,42,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,42,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,43,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7195978165,1,0,0,0,0,0,        0.9478236437,0,0,'WGD   ','0xC9C6',
158,33,33,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54486.0003307799,1,        0.0000000000,21536,29667462546544656000.0000000000,1,      170.6982879639,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9958801270,      351.7849426270,1,0,1,0,1,0,2,0,        0.8309765458,0,0,        1.2583711147,0,0,1,0,0,        1.6551326513,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7197742462,1,0,0,0,0,0,        0.9449741244,0,0,'WGD   ','0xABAC',
162,34,34,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54487.0003307799,1,        0.0000000000,21536,15218275631069884000000.0000000000,1,      170.6875000000,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9984741211,      351.7848205566,1,0,1,0,1,0,2,0,        0.8273946047,0,0,        1.2539527416,0,0,1,0,0,        1.6550598145,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,43,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7199497223,1,0,0,0,0,0,        0.9422397017,0,0,'WGD   ','0x8272',
167,35,35,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54488.0003307799,1,        0.0000000000,21536,7806514518366748000000000.0000000000,1,      170.6770935059,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9982299805,      351.7841186523,1,0,1,0,1,0,2,0,        0.8240524530,0,0,        1.2497755289,0,0,1,0,0,        1.6549868584,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7201261520,1,0,0,0,0,0,        0.9396150112,0,0,'WGD   ','0xE41A',
171,36,36,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54489.0003307799,1,        0.0000000000,21536,2002207830956320200000000000.0000000000,1,      170.6777038574,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9936523438,      351.7821350098,1,0,1,0,1,0,2,0,        0.8209323287,0,0,        1.2458236217,0,0,1,0,0,        1.6549140215,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,42,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,42,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7203025818,1,0,0,0,0,0,        0.9370948076,0,0,'WGD   ','0x60A3',
175,37,37,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54490.0003307799,1,        0.0000000000,21536,1027064690761019400000000000000.0000000000,1,      170.6771087646,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9899902344,      351.7837219238,1,0,1,0,1,0,2,0,        0.8180180192,0,0,        1.2420828342,0,0,1,0,0,        1.6548410654,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7204790115,1,0,0,0,0,0,        0.9346744418,0,0,'WGD   ','0xAA12',
179,38,38,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54491.0003307802,1,        0.0000000000,21536,526847473701070220000000000000000.0000000000,1,      170.6676025391,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0014953613,      351.7846679688,1,0,1,0,1,0,2,0,        0.8152946234,0,0,        1.2385396957,0,0,1,0,0,        1.6547681093,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,42,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,43,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7206544876,1,0,0,0,0,0,        0.9323493242,0,0,'WGD   ','0x1F66',
183,39,39,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54492.0003307802,1,        0.0000000000,21536,270247896172638330000000000000000000.0000000000,1,      170.6525573730,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0005798340,      351.7824096680,1,0,1,0,1,0,2,0,        0.8127486706,0,0,        1.2351820469,0,0,1,0,0,        1.6546950340,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7208309174,1,0,0,0,0,0,        0.9301151037,0,0,'WGD   ','0x5CA5',
187,40,40,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54493.0003307802,1,        0.0000000000,21536,138626537683317570000000000000000000000.0000000000,1,      170.6479187012,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9983520508,      351.7828063965,1,0,1,0,1,0,2,0,        0.8103676438,0,0,        1.2319983244,0,0,1,0,0,        1.6546220779,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,42,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,43,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7210073471,1,0,0,0,0,0,        0.9279677868,0,0,'WGD   ','0x88CE',
192,41,41,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54494.0003307802,1,        0.0000000000,21536,        0.0000000000,1,      170.6535034180,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9911193848,      351.7832946777,1,0,1,0,1,0,2,0,        0.8081399798,0,0,        1.2289782763,0,0,1,0,0,        1.6545490026,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7211828232,1,0,0,0,0,0,        0.9259035587,0,0,'WGD   ','0xE2DF',
196,42,42,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54495.0003307799,1,        0.0000000000,21536,        0.0000000000,1,      170.6546936035,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0007019043,      351.7833251953,1,0,1,0,1,0,2,0,        0.8060551882,0,0,        1.2261121273,0,0,1,0,0,        1.6544758081,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,43,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7213592529,1,0,0,0,0,0,        0.9239188433,0,0,'WGD   ','0xA4DD',
200,43,43,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54496.0003307799,1,        0.0000000000,21536,        0.0000000000,1,      170.6507720947,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0054016113,      351.7825012207,1,0,1,0,1,0,2,0,        0.8041034937,0,0,        1.2233908176,0,0,1,0,0,        1.6544027328,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7215356827,1,0,0,0,0,0,        0.9220100641,0,0,'WGD   ','0x1C8',
204,44,44,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54497.0003307799,1,        0.0000000000,21536,        0.0000000000,1,      170.6461029053,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9928283691,      351.7823486328,1,0,1,0,1,0,2,0,        0.8022758961,0,0,        1.2208058834,0,0,1,0,0,        1.6543295383,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,43,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7217121124,1,0,0,0,0,0,        0.9201741219,0,0,'WGD   ','0x4AA4',
208,45,45,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54498.0003307802,1,        0.0000000000,21536,        0.0000000000,1,      170.6432495117,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9941711426,      351.7823791504,1,0,1,0,1,0,2,0,        0.8005640507,0,0,        1.2183495760,0,0,1,0,0,        1.6542563438,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7218875885,1,0,0,0,0,0,        0.9184078574,0,0,'WGD   ','0xF570',
212,46,46,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54499.0003307802,1,        0.0000000000,21536,        0.0000000000,1,      170.6483306885,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0030212402,      351.7817993164,1,0,1,0,1,0,2,0,        0.7989602089,0,0,        1.2160146236,0,0,1,0,0,        1.6541830301,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,42,21,4,0,5,0,0,0,0,0,42,17,5,0,5,0,0,0,0,0,43,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7220640182,1,0,0,0,0,0,        0.9167083502,0,0,'WGD   ','0x4327',
217,47,47,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54500.0003307799,1,        0.0000000000,21536,        0.0000000000,1,      170.6517791748,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9906921387,      351.7823486328,1,0,1,0,1,0,2,0,        0.7974572778,0,0,        1.2137942314,0,0,1,0,0,        1.6541098356,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7222404480,1,0,0,0,0,0,        0.9150727987,0,0,'WGD   ','0x5D3',
221,48,48,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54501.0003307799,1,        0.0000000000,21536,        0.0000000000,1,      170.6365814209,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9942932129,      351.7819519043,1,0,1,0,1,0,2,0,        0.7960486412,0,0,        1.2116818428,0,0,1,0,0,        1.6540365219,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,43,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7224168777,1,0,0,0,0,0,        0.9134985805,0,0,'WGD   ','0xE075',
225,49,49,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54502.0003307799,1,        0.0000000000,21536,        0.0000000000,1,      170.6337585449,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0010681152,      351.7814941406,1,0,1,0,1,0,2,0,        0.7947281003,0,0,        1.2096718550,0,0,1,0,0,        1.6539632082,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,40,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7225923538,1,0,0,0,0,0,        0.9119830728,0,0,'WGD   ','0x3605',
229,50,50,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54503.0003307799,1,        0.0000000000,21536,        0.0000000000,1,      170.6227569580,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9955139160,      351.7816467285,1,0,1,0,1,0,2,0,        0.7934899330,0,0,        1.2077583075,0,0,1,0,0,        1.6538897753,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,43,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7227687836,1,0,0,0,0,0,        0.9105240107,0,0,'WGD   ','0xDB8D',
233,51,51,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54504.0003307799,1,        0.0000000000,21536,        0.0000000002,1,      170.6231842041,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0041198730,      351.7803955078,1,0,1,0,1,0,2,0,        0.7923288345,0,0,        1.2059363127,0,0,1,0,0,        1.6538163424,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,41,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,41,21,4,0,5,0,0,0,0,0,41,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7229452133,1,0,0,0,0,0,        0.9091190696,0,0,'WGD   ','0x5E05',
237,52,52,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54505.0003307799,1,        0.0000000000,21536,        0.0000000993,1,      170.6202392578,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9964599609,      351.7818908691,1,0,1,0,1,0,2,0,        0.7912399769,0,0,        1.2042008638,0,0,1,0,0,        1.6537429094,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,42,23,2,0,5,0,0,0,0,0,43,22,3,0,5,0,0,0,0,0,42,21,4,0,5,0,0,0,0,0,42,17,5,0,5,0,0,0,0,0,43,1,0,0,0,4,0,0,0,0,0,0,0,0,9,12,-1,        5.0000000000,0,0,0,0,       12.7231216431,1,0,0,0,0,0,        0.9077660441,0,0,'WGD   ','0x7876',
